datum,ar,manad,ar_manad,sol_kwh,snittpris_ore,naive_kr,opt_kr,besparing_kr,naive_imp_kwh,opt_imp_kwh
2023-12-15,2023,12,2023-12,0.6591666666666665,105.64579166666665,40.47000973333333,24.619175892144334,15.850833841188994,38.340833333333336,36.52500001
2023-12-16,2023,12,2023-12,0.44454545454545424,24.6345,8.455560867424243,1.3527615085793996,7.102799358844843,38.555454545454545,37.05545455
2023-12-17,2023,12,2023-12,0.3093333333333332,11.129458333333332,6.136612613333334,1.2139558081442,4.922656805189134,38.690666666666665,40.284
2023-12-18,2023,12,2023-12,0.5984999999999998,24.430625000000003,11.002475853333333,4.677913954995,6.324561898338334,38.4015,38.72666667
2023-12-19,2023,12,2023-12,1.4493803418803415,36.759166666666665,23.888703535256408,-2.5553452278458995,26.44404876310231,37.55061965811966,45.10034886
2023-12-20,2023,12,2023-12,1.7275,60.08566666666667,29.582519158333334,6.582019482426799,23.000499675906536,37.2725,34.996239607
2023-12-21,2023,12,2023-12,0.7241666666666663,47.25529166666667,18.04222443333333,10.617903466916601,7.42432096641673,38.27583333333334,41.37001616
2023-12-22,2023,12,2023-12,3.5483333333333333,34.663291666666666,15.741872633333331,3.3656983190654994,12.376174314267832,36.03333333333334,48.037373030000005
2023-12-23,2023,12,2023-12,18.197499999999998,45.20175,15.854716570833332,-7.38484791653566,23.239564487368995,31.168333333333333,35.307850880000004
2023-12-24,2023,12,2023-12,0.6127777777777774,49.607499999999995,19.596649744444445,11.059680836534001,8.536968907910444,38.38722222222222,34.980000000000004
2023-12-25,2023,12,2023-12,11.961666666666666,41.116625,12.823584954166668,4.674031246326299,8.149553707840369,32.229166666666664,31.41083333
2023-12-26,2023,12,2023-12,3.7316666666666665,51.56420833333333,20.97737265,10.51907350721173,10.45829914278827,35.565,34.49666666
2023-12-27,2023,12,2023-12,16.610833333333332,68.18325,19.006092369166666,0.10934887731880139,18.896743491847865,32.6975,33.5
2023-12-28,2023,12,2023-12,1.4275,46.56662500000001,19.93043875,11.164496550025099,8.765942199974901,37.572500000000005,35.2325
